keyword,title,listing_url,item_number,sku,price,currency,min_order_quantity,max_order_quantity,units_available,brand,category,description,seller_name,seller_profile_url,seller_rating,seller_total_reviews,seller_email,seller_business_name,seller_country,seller_state_province,seller_zip_code,seller_phone,seller_address,scraped_at,last_updated
hair dryer,Plasma AiHairDryerhigh PerformanceHairStraightener Constant Temperature Blowing Does Not Perm The Scalp HouseholdHairDryerProfessional Handheld Blow Dry,https://baiyisen.en.made-in-china.com/product/sRBYwtnKZmkN/China-Plasma-Ai-Hair-Dryerhigh-Performance-Hair-Straightener-Constant-Temperature-Blowing-Does-Not-Perm-The-Scalp-Household-Hair-Dryer-Professional-Handheld-Blow-Dry.html,sRBYwtnKZmkN,sRBYwtnKZmkN,30.0,USD,2000,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:45.678111,
hair dryer,ABS Materials Wall-Mounted HotelHairDryer,https://wontry.en.made-in-china.com/product/djWQeBGUZTkh/China-ABS-Materials-Wall-Mounted-Hotel-Hair-Dryer.html,djWQeBGUZTkh,djWQeBGUZTkh,11.0,USD,500,,,,,,"Wenzhou Won-Try Electric Appliance Co., Ltd.",https://wontry.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:47.471257,
hair dryer,Wholesale Professional Salon 2200W Hot and ColdHairDryerConstant Temperature High Speed High PowerHairDryer,https://fiyele.en.made-in-china.com/product/zaVRflIHswcx/China-Wholesale-Professional-Salon-2200W-Hot-and-Cold-Hair-Dryer-Constant-Temperature-High-Speed-High-Power-Hair-Dryer.html,zaVRflIHswcx,zaVRflIHswcx,13.34,USD,2000,,,,,,"Yueqing Fiy Electric Co., Ltd.",https://fiyele.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:48.876985,
hair dryer,Bidisco Custom Private Label Ionic Negative Ion AnionHairDryersHigh Quality Professional BlowHairDryer,https://bidisco.en.made-in-china.com/product/DatrAHOoITWQ/China-Bidisco-Custom-Private-Label-Ionic-Negative-Ion-Anion-Hair-Dryers-High-Quality-Professional-Blow-Hair-Dryer.html,DatrAHOoITWQ,DatrAHOoITWQ,11.96,USD,500,,,,,,"Dongguan Bidisco Electric CO., LTD",https://bidisco.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:50.131307,
hair dryer,High Quality Hot Selling Quick Drying 113000rpm Negative Ion ProfessionalHairDryer,https://dglizbella.en.made-in-china.com/product/aATrhPHDTLkU/China-High-Quality-Hot-Selling-Quick-Drying-113000rpm-Negative-Ion-Professional-Hair-Dryer.html,aATrhPHDTLkU,aATrhPHDTLkU,38.0,USD,1,,,,,,"Dongguan Zhimi Electrical Technology Co., Ltd.",https://dglizbella.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:51.451935,
hair dryer,China Manufacturers Professional Salon 2000W Negative Ionic BLDCHairDryerBrushless High Speed FoldableHairBlowDryer,https://huipuhairdryer.en.made-in-china.com/product/VtPrCQzoYlkh/China-China-Manufacturers-Professional-Salon-2000W-Negative-Ionic-BLDC-Hair-Dryer-Brushless-High-Speed-Foldable-Hair-Blow-Dryer.html,VtPrCQzoYlkh,VtPrCQzoYlkh,36.0,USD,500,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:52.692702,
hair dryer,"Negative Ionic BlowDryerwith 110, 000 RpmHairDryer",https://mktslkt-a.en.made-in-china.com/product/sGqRTHVunCkK/China-Negative-Ionic-Blow-Dryer-with-110-000-Rpm-Hair-Dryer.html,sGqRTHVunCkK,sGqRTHVunCkK,6.0,USD,1000,,,,,,"Market Union Co., Ltd.",https://mktslkt-a.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:53.932665,
hair dryer,Salon-Grade Performance Magnetic Nozzle Attachments Intelligent Heat ControlHairDryer,https://cy-electronic.en.made-in-china.com/product/NJeUlqkokZpO/China-Salon-Grade-Performance-Magnetic-Nozzle-Attachments-Intelligent-Heat-Control-Hair-Dryer.html,NJeUlqkokZpO,NJeUlqkokZpO,36.0,USD,1,,,,,,"Chaozhou Chengying Technology Co., Ltd",https://cy-electronic.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:55.394283,
hair dryer,High Speed 110000rpm BrushlessHairDryerFast Hairdryer 20 Million Negative IonicHairDryerhair BlowDryerHigh Speed IonicHairDryerfor Professional Salon,https://baiyisen.en.made-in-china.com/product/hnBRxQLHVdUu/China-High-Speed-110000rpm-Brushless-Hair-Dryer-Fast-Hairdryer-20-Million-Negative-Ionic-Hair-Dryerhair-Blow-Dryer-High-Speed-Ionic-Hair-Dryer-for-Professional-Salon.html,hnBRxQLHVdUu,hnBRxQLHVdUu,31.0,USD,500,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:55.913634,
hair dryer,Koofex Ionic 110000rpm BLDCHairDryerHigh Speed Brushless Motor BlowDryer,https://koofex.en.made-in-china.com/product/fAPUcXzxYoWd/China-Koofex-Ionic-110000rpm-BLDC-Hair-Dryer-High-Speed-Brushless-Motor-Blow-Dryer.html?ads_tp=&ads_id=vyBTXLqckPle,fAPUcXzxYoWd,fAPUcXzxYoWd,9.8,USD,1000,,,,,,"Guangzhou KooFex Appliances Co., Ltd.",https://koofex.en.made-in-china.com?ads_tp=&ads_id=vyBTXLqckPle,,,,,,,,,,2025-08-12T13:00:57.254826,
hair dryer,High Speed 110000 Rpm Brushless Negative IonHairDryer,https://bidisco.en.made-in-china.com/product/YxVrUdDObecp/China-High-Speed-110000-Rpm-Brushless-Negative-Ion-Hair-Dryer.html,YxVrUdDObecp,YxVrUdDObecp,29.3,USD,500,,,,,,"Dongguan Bidisco Electric CO., LTD",https://bidisco.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:58.643448,
hair dryer,2024 Hot Selling Ionic Professional Salon LED Display ScreenHairBlowerDryerBLDC 2000W High Power 3 in 1 One StepHairDryer,https://huipuhairdryer.en.made-in-china.com/product/qAFrWZdlfLVJ/China-2024-Hot-Selling-Ionic-Professional-Salon-LED-Display-Screen-Hair-Blower-Dryer-BLDC-2000W-High-Power-3-in-1-One-Step-Hair-Dryer.html,qAFrWZdlfLVJ,qAFrWZdlfLVJ,37.0,USD,500,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,,,,,,,,,,2025-08-12T13:00:59.155166,
